"Beach ID
(Def.)","Beach Name
(Def.)","Station
ID
(Def.)","Station Name
(Def.)","County
Name
(Def.)","Identifier
(Def.)","Start
Date
(Def.)","Start
Time
(Def.)","Zone
Code
(Def.)","Activity
Type
Code
(Def.)","Characteristic
Name
(Def.)","Result Value
Text
(Def.)","Result
Value
(Def.)","Result
Measure
Unit","Result Comment
(Def.)","Activity
Depth
Value
(Def.)","Activity
Depth
Unit
Code
(Def.)","Result
Analytical
Method
Identifier
Context
(Def.)","Result
Analytical
Method
Identifier
(Def.)","Result
Analytical
Method
Name
(Def.)","Sample Collection
Method Identifier
(Def.)","Sample Collection
Method Name
(Def.)","Field Gear
(Def.)","Analysis
Date
Time
(Def.)","Detection
Quantitation
Limit
(Def.)",Latitude,Longitude
CA006650,Newport Beach,3S,3S,ORANGE,2814562,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Enterococcus,-,116,cfu/100mL,-,-,-,CABEACH_WQX,4,EPA 1600,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA006650,Newport Beach,3S,3S,ORANGE,2814561,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Fecal Coliform,-,17,cfu/100mL,-,-,-,CABEACH_WQX,13,MF (APHA 9222D),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA006650,Newport Beach,3S,3S,ORANGE,2814560,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Total Coliform,-,120,cfu/100mL,-,-,-,CABEACH_WQX,12,MF (APHA 9222B),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA006650,Newport Beach,29S,29S,ORANGE,2814553,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Enterococcus,-,36,cfu/100mL,-,-,-,CABEACH_WQX,4,EPA 1600,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA006650,Newport Beach,29S,29S,ORANGE,2814552,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Fecal Coliform,-,17,cfu/100mL,-,-,-,CABEACH_WQX,13,MF (APHA 9222D),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA006650,Newport Beach,29S,29S,ORANGE,2814551,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Total Coliform,-,33,cfu/100mL,-,-,-,CABEACH_WQX,12,MF (APHA 9222B),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA006650,Newport Beach,27S,27S,ORANGE,2814550,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Enterococcus,-,8,cfu/100mL,-,-,-,CABEACH_WQX,4,EPA 1600,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA006650,Newport Beach,27S,27S,ORANGE,2814549,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Fecal Coliform,-,17,cfu/100mL,-,-,-,CABEACH_WQX,13,MF (APHA 9222D),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA006650,Newport Beach,27S,27S,ORANGE,2814548,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Total Coliform,-,33,cfu/100mL,-,-,-,CABEACH_WQX,12,MF (APHA 9222B),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA006650,Newport Beach,21S,21S,ORANGE,2814547,21-Dec-22,12:00:00 AM,PST,Sample-Routine,Enterococcus,-,12,cfu/100mL,-,-,-,CABEACH_WQX,4,EPA 1600,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819188,06-Dec-22,9:30:00 AM,PST,Sample-Routine,Total Coliform,-,10,MPN/100mL,-,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,32.7078,-117.237
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819187,06-Dec-22,9:30:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,ND,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819186,06-Dec-22,9:30:00 AM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,ND,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819185,28-Nov-22,9:20:00 AM,PST,Sample-Routine,Total Coliform,-,10,MPN/100mL,-,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819184,28-Nov-22,9:20:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,ND,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819183,28-Nov-22,9:20:00 AM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,ND,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819182,27-Dec-22,9:20:00 AM,PST,Sample-Routine,Total Coliform,-,10,MPN/100mL,ND,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819181,27-Dec-22,9:20:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,ND,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819180,27-Dec-22,9:20:00 AM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,ND,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819179,20-Dec-22,11:15:00 AM,PST,Sample-Routine,Total Coliform,-,20,MPN/100mL,-,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2819178,20-Dec-22,11:15:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,ND,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2815822,01-Dec-22,8:05:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2815821,01-Dec-22,8:05:00 AM,PST,Sample-Routine,Total Coliform,-,146,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2815820,15-Dec-22,6:27:00 AM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2815819,15-Dec-22,6:26:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2815818,15-Dec-22,6:26:00 AM,PST,Sample-Routine,Total Coliform,-,435,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2815817,08-Dec-22,7:57:00 AM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2815816,08-Dec-22,7:56:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2815815,08-Dec-22,7:56:00 AM,PST,Sample-Routine,Total Coliform,-,10,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-090,EH-090,SAN DIEGO,2814143,26-Dec-22,7:21:00 AM,PST,Sample-Routine,Enterococcus,-,375,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2814098,22-Dec-22,7:44:00 AM,PST,Sample-Routine,Enterococcus,-,20,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2814097,22-Dec-22,7:43:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2814096,22-Dec-22,7:43:00 AM,PST,Sample-Routine,Total Coliform,-,228,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-090,EH-090,SAN DIEGO,2814092,21-Dec-22,7:17:00 AM,PST,Sample-Routine,Enterococcus,-,2051,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2814078,22-Dec-22,7:43:00 AM,PST,Sample-Routine,Enterococcus,-,460,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2813856,23-Nov-22,11:25:00 AM,PST,Sample-Routine,Total Coliform,-,120,MPN/100mL,-,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2813855,22-Nov-22,11:25:00 AM,PST,Sample-Routine,Escherichia coli,-,52,MPN/100mL,-,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2813854,21-Nov-22,11:25:00 AM,PST,Sample-Routine,Enterococcus,-,31,MPN/100mL,-,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2813853,16-Nov-22,9:40:00 AM,PST,Sample-Routine,Total Coliform,-,250,MPN/100mL,-,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2813852,15-Nov-22,9:40:00 AM,PST,Sample-Routine,Escherichia coli,-,41,MPN/100mL,-,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-200,EH-200,SAN DIEGO,2813851,14-Nov-22,9:40:00 AM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,ND,-,-,CABEACH_WQX,19,MF,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2812452,15-Dec-22,6:26:00 AM,PST,Sample-Routine,Enterococcus,-,453,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2811927,08-Dec-22,7:56:00 AM,PST,Sample-Routine,Enterococcus,-,375,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-090,EH-090,SAN DIEGO,2810908,05-Dec-22,7:30:00 AM,PST,Sample-Routine,Enterococcus,-,921,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2810882,02-Dec-22,7:08:00 AM,PST,Sample-Routine,Enterococcus,-,2824,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2810871,01-Dec-22,8:06:00 AM,PST,Sample-Routine,Enterococcus,-,53,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2810870,24-Nov-22,7:41:00 AM,PST,Sample-Routine,Enterococcus,-,10,MPN/100mL,-,-,-,CABEACH_WQX,3,Enterolert,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2810866,01-Dec-22,8:05:00 AM,PST,Sample-Routine,Enterococcus,-,3057,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-090,EH-090,SAN DIEGO,2808172,28-Nov-22,7:20:00 AM,PST,Sample-Routine,Enterococcus,-,375,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2808165,24-Nov-22,7:40:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2808164,24-Nov-22,7:40:00 AM,PST,Sample-Routine,Total Coliform,-,41,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2808138,24-Nov-22,7:40:00 AM,PST,Sample-Routine,Enterococcus,-,375,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2807801,03-Nov-22,8:15:00 AM,PST,Sample-Routine,Enterococcus,-,375,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-090,EH-090,SAN DIEGO,2807312,21-Nov-22,7:20:00 AM,PST,Sample-Routine,Enterococcus,-,611,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2807184,17-Nov-22,8:00:00 AM,PST,Sample-Routine,Escherichia coli,-,10,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2807183,17-Nov-22,8:00:00 AM,PST,Sample-Routine,Total Coliform,-,156,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2807065,17-Nov-22,8:01:00 AM,PST,Sample-Routine,Enterococcus,-,467,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-090,EH-090,SAN DIEGO,2806859,14-Nov-22,7:25:00 AM,PST,Sample-Routine,Enterococcus,-,375,#/100mL,-,-,-,CABEACH_WQX,29,ddPCR,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2806244,11-Oct-22,8:23:00 AM,PST,Sample-Routine,Escherichia coli,-,41,MPN/100mL,-,-,-,CABEACH_WQX,18,Colilert 18 E. coli,Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
CA506450,San Diego Bay,EH-070,EH-070,SAN DIEGO,2806243,11-Oct-22,8:23:00 AM,PST,Sample-Routine,Total Coliform,-,156,MPN/100mL,-,-,-,CABEACH_WQX,15,Colilert 18 (Total),Water_Grab,Water_Grab,Miscellaneous (Other),-,-,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202209201053:FM,20-Sep-22,10:53:00 AM,PST,Field Msr/Obs,Salinity,-,33,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,09-20-2022,Minimum Reporting Level~0.1~ppth,43.352022,-124.344706
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202209201053:FM,20-Sep-22,10:53:00 AM,PST,Field Msr/Obs,Enterococcus,-,10,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,09-21-2022,Minimum Reporting Level~10~MPN/100mL,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202209201053:FM,20-Sep-22,10:53:00 AM,PST,Field Msr/Obs,"Temperature, water",-,12,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,09-20-2022,Minimum Reporting Level~-10~deg C,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202208301458:FM,30-Aug-22,2:58:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,08-31-2022,Minimum Reporting Level~10~MPN/100mL,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202208301458:FM,30-Aug-22,2:58:00 PM,PST,Field Msr/Obs,"Temperature, water",-,12.2,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,08-30-2022,Minimum Reporting Level~-10~deg C,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202208301458:FM,30-Aug-22,2:58:00 PM,PST,Field Msr/Obs,Salinity,-,33,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,08-30-2022,Minimum Reporting Level~0.1~ppth,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202208161257:FM,16-Aug-22,12:57:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,08-17-2022,Minimum Reporting Level~10~MPN/100mL,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202208161257:FM,16-Aug-22,12:57:00 PM,PST,Field Msr/Obs,"Temperature, water",-,16.5,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,08-16-2022,Minimum Reporting Level~-10~deg C,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202208161257:FM,16-Aug-22,12:57:00 PM,PST,Field Msr/Obs,Salinity,-,33,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,08-16-2022,Minimum Reporting Level~0.1~ppth,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202207191255:FM,19-Jul-22,12:55:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,07-20-2022,Minimum Reporting Level~10~MPN/100mL,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202207191255:FM,19-Jul-22,12:55:00 PM,PST,Field Msr/Obs,Salinity,-,33,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,07-19-2022,Minimum Reporting Level~0.1~ppth,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202207191255:FM,19-Jul-22,12:55:00 PM,PST,Field Msr/Obs,"Temperature, water",-,11.5,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,07-19-2022,Minimum Reporting Level~-10~deg C,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202206281349:FM,28-Jun-22,1:49:00 PM,PST,Field Msr/Obs,"Temperature, water",-,12.8,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,06-28-2022,Minimum Reporting Level~-10~deg C,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202206281349:FM,28-Jun-22,1:49:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,06-29-2022,Minimum Reporting Level~10~MPN/100mL,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202206281349:FM,28-Jun-22,1:49:00 PM,PST,Field Msr/Obs,Salinity,-,32,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,06-28-2022,Minimum Reporting Level~0.1~ppth,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202206071205:FM,07-Jun-22,12:05:00 PM,PST,Field Msr/Obs,"Temperature, water",-,13.9,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,06-07-2022,Minimum Reporting Level~-10~deg C,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202206071205:FM,07-Jun-22,12:05:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,06-08-2022,Minimum Reporting Level~10~MPN/100mL,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202206071205:FM,07-Jun-22,12:05:00 PM,PST,Field Msr/Obs,Salinity,-,30,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,06-07-2022,Minimum Reporting Level~0.1~ppth,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202205241444:FM,24-May-22,2:44:00 PM,PST,Field Msr/Obs,Enterococcus,-,-,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,05-25-2022,Minimum Reporting Level~10~MPN/100mL,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202205241444:FM,24-May-22,2:44:00 PM,PST,Field Msr/Obs,"Temperature, water",-,13.3,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,05-24-2022,Minimum Reporting Level~-10~deg C,,
OR244981,BASTENDORF BEACH,31562-ORDEQ,Bastendorff Beach 250m S of Minor Cr,COOS,31562-ORDEQ:202205241444:FM,24-May-22,2:44:00 PM,PST,Field Msr/Obs,Salinity,-,32,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,05-24-2022,Minimum Reporting Level~0.1~ppth,,
OR244981,BASTENDORF BEACH,31561-ORDEQ,Miner Creek 200m upstream from Bastendorff Beach,COOS,31561-ORDEQ:202209201058:FM,20-Sep-22,10:58:00 AM,PST,Field Msr/Obs,"Temperature, water",-,13.6,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,09-20-2022,Minimum Reporting Level~-10~deg C,,
OR244981,BASTENDORF BEACH,31561-ORDEQ,Miner Creek 200m upstream from Bastendorff Beach,COOS,31561-ORDEQ:202209201058:FM,20-Sep-22,10:58:00 AM,PST,Field Msr/Obs,Enterococcus,-,272,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,09-21-2022,Minimum Reporting Level~10~MPN/100mL,,
OR244981,BASTENDORF BEACH,31561-ORDEQ,Miner Creek 200m upstream from Bastendorff Beach,COOS,31561-ORDEQ:202209201058:FM,20-Sep-22,10:58:00 AM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,09-20-2022,Minimum Reporting Level~0.1~ppth,,
OR244981,BASTENDORF BEACH,31561-ORDEQ,Miner Creek 200m upstream from Bastendorff Beach,COOS,31561-ORDEQ:202209201058:FM,20-Sep-22,10:58:00 AM,PST,Field Msr/Obs,Conductivity,-,164,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,09-20-2022,Minimum Reporting Level~1~umho/cm,,
OR244981,BASTENDORF BEACH,31561-ORDEQ,Miner Creek 200m upstream from Bastendorff Beach,COOS,31561-ORDEQ:202208301503:FM,30-Aug-22,3:03:00 PM,PST,Field Msr/Obs,Salinity,-,0.1,ppth,-,-,-,21ORBCH,MOMs,Method Reference Guide for Water sampling,-,-,-,08-30-2022,Minimum Reporting Level~0.1~ppth,,
OR244981,BASTENDORF BEACH,31561-ORDEQ,Miner Creek 200m upstream from Bastendorff Beach,COOS,31561-ORDEQ:202208301503:FM,30-Aug-22,3:03:00 PM,PST,Field Msr/Obs,Enterococcus,-,393,MPN/100mL,-,-,-,IDEXX,ENTEROLERT,Enterolert Test Kit Procedure,-,-,-,08-31-2022,Minimum Reporting Level~10~MPN/100mL,,
OR244981,BASTENDORF BEACH,31561-ORDEQ,Miner Creek 200m upstream from Bastendorff Beach,COOS,31561-ORDEQ:202208301503:FM,30-Aug-22,3:03:00 PM,PST,Field Msr/Obs,Conductivity,-,159,umho/cm,-,-,-,APHA,2510B,2510 B ~ Conductivity - Laboratory Method,-,-,-,08-30-2022,Minimum Reporting Level~1~umho/cm,,
OR244981,BASTENDORF BEACH,31561-ORDEQ,Miner Creek 200m upstream from Bastendorff Beach,COOS,31561-ORDEQ:202208301503:FM,30-Aug-22,3:03:00 PM,PST,Field Msr/Obs,"Temperature, water",-,20.4,deg C,-,-,-,USEPA,170.1,Temperature,-,-,-,08-30-2022,Minimum Reporting Level~-10~deg C,,
